Order ID,Order Year,Order Month,Order Day,Customer Name,Segment,Country,Region,Category,Sub-Category,Product Name,Ship Mode,Sales,Quantity,Discount,Profit
CA-2017-140088,2017,5,28,Patrick O'Donnell,Consumer,United States,South,Furniture,Chairs,Novimex Swivel Fabric Task Chair,Second Class,301.96,2.0,0.0,33.2156
CA-2017-155558,2017,10,26,Paul Gonzalez,Consumer,United States,Central,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Standard Class,19.99,1.0,0.0,6.7966
CA-2017-155558,2017,10,26,Paul Gonzalez,Consumer,United States,Central,Office Supplies,Labels,Avery 511,Standard Class,6.16,2.0,0.0,2.9568
CA-2016-159695,2016,4,5,Gary Mitchum,Home Office,United States,Central,Office Supplies,Storage,Eldon Portable Mobile Manager,Second Class,158.368,7.0,0.2,13.8572
CA-2016-109806,2016,9,17,Jim Sink,Corporate,United States,West,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,Standard Class,20.1,3.0,0.0,6.633
CA-2016-109806,2016,9,17,Jim Sink,Corporate,United States,West,Technology,Phones,Panasonic Kx-TS550,Standard Class,73.584,2.0,0.2,8.2782
CA-2016-109806,2016,9,17,Jim Sink,Corporate,United States,West,Office Supplies,Paper,Xerox 1995,Standard Class,6.48,1.0,0.0,3.1104
CA-2015-149587,2015,1,31,Karl Braun,Consumer,United States,Central,Office Supplies,Paper,Xerox 1999,Second Class,12.96,2.0,0.0,6.2208
CA-2015-149587,2015,1,31,Karl Braun,Consumer,United States,Central,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",Second Class,53.34,3.0,0.0,16.5354
CA-2015-149587,2015,1,31,Karl Braun,Consumer,United States,Central,Office Supplies,Binders,Ibico Standard Transparent Covers,Second Class,32.96,2.0,0.0,16.1504
US-2017-109484,2017,11,6,Roger Barcio,Home Office,United States,West,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,Standard Class,5.682,1.0,0.7,-3.788
CA-2017-161018,2017,11,9,Parhena Norris,Home Office,United States,East,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,Second Class,96.53,7.0,0.0,40.5426
CA-2017-157833,2017,6,17,Katherine Ducich,Consumer,United States,West,Office Supplies,Binders,Trimflex Flexible Post Binders,First Class,51.312,3.0,0.2,17.9592
CA-2016-149223,2016,9,6,Elpida Rittenbach,Corporate,United States,Central,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,Standard Class,77.88,6.0,0.0,22.5852
CA-2016-158568,2016,8,29,Rick Bensley,Home Office,United States,Central,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,Standard Class,64.624,7.0,0.2,22.6184
CA-2016-158568,2016,8,29,Rick Bensley,Home Office,United States,Central,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Standard Class,95.976,3.0,0.2,-10.7973
CA-2016-158568,2016,8,29,Rick Bensley,Home Office,United States,Central,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,Standard Class,1.788,3.0,0.8,-3.0396
CA-2016-129903,2016,12,1,Gary Zandusky,Consumer,United States,Central,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Second Class,23.92,4.0,0.0,11.7208
US-2015-156867,2015,11,13,Lena Cacioppo,Consumer,United States,West,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,Standard Class,238.896,6.0,0.2,-26.8758
US-2015-156867,2015,11,13,Lena Cacioppo,Consumer,United States,West,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Standard Class,102.36,3.0,0.2,-3.8385
US-2015-156867,2015,11,13,Lena Cacioppo,Consumer,United States,West,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Standard Class,36.882,3.0,0.7,-25.8174
CA-2017-119004,2017,11,23,Janet Martin,Consumer,United States,South,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,Standard Class,74.112,8.0,0.2,17.6016
CA-2017-119004,2017,11,23,Janet Martin,Consumer,United States,South,Technology,Phones,Speck Products Candyshell Flip Case,Standard Class,27.992,1.0,0.2,2.0994
CA-2017-119004,2017,11,23,Janet Martin,Consumer,United States,South,Office Supplies,Art,Newell Chalk Holder,Standard Class,3.304,1.0,0.2,1.0738
CA-2015-129476,2015,10,15,Pete Armstrong,Home Office,United States,Central,Technology,Accessories,Logitech Gaming G510s - Keyboard,Standard Class,339.96,5.0,0.2,67.992
CA-2017-146780,2017,12,25,Cynthia Voltz,Corporate,United States,East,Furniture,Furnishings,Magnifier Swing Arm Lamp,Standard Class,41.96,2.0,0.0,10.9096
CA-2016-128867,2016,11,3,Clay Ludtke,Consumer,United States,Central,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Standard Class,75.96,2.0,0.0,22.788
CA-2016-128867,2016,11,3,Clay Ludtke,Consumer,United States,Central,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",Standard Class,27.24,6.0,0.0,13.3476
CA-2014-115259,2014,8,25,Ryan Crowe,Consumer,United States,East,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",Second Class,40.096,14.0,0.2,14.5348
CA-2014-115259,2014,8,25,Ryan Crowe,Consumer,United States,East,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Second Class,4.72,2.0,0.2,1.652
CA-2014-115259,2014,8,25,Ryan Crowe,Consumer,United States,East,Office Supplies,Paper,Xerox 1921,Second Class,23.976,3.0,0.2,7.4925
CA-2014-115259,2014,8,25,Ryan Crowe,Consumer,United States,East,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Second Class,130.464,6.0,0.2,44.0316
CA-2015-110457,2015,3,2,Dave Kipp,Consumer,United States,West,Furniture,Tables,Hon Racetrack Conference Tables,Standard Class,787.53,3.0,0.0,165.3813
US-2015-136476,2015,4,5,Greg Guthrie,Corporate,United States,South,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,Standard Class,157.794,1.0,0.7,-115.7156
CA-2016-103730,2016,6,12,Steven Cartwright,Consumer,United States,East,Furniture,Furnishings,Artistic Insta-Plaque,First Class,47.04,3.0,0.0,18.3456
CA-2016-103730,2016,6,12,Steven Cartwright,Consumer,United States,East,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,First Class,30.84,4.0,0.0,13.878
CA-2016-103730,2016,6,12,Steven Cartwright,Consumer,United States,East,Office Supplies,Storage,"Companion Letter/Legal File, Black",First Class,226.56,6.0,0.0,63.4368
CA-2016-103730,2016,6,12,Steven Cartwright,Consumer,United States,East,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,First Class,115.02,9.0,0.0,51.759
CA-2016-103730,2016,6,12,Steven Cartwright,Consumer,United States,East,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,First Class,68.04,7.0,0.0,19.7316
US-2014-152030,2014,12,26,Alan Dominguez,Home Office,United States,Central,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,Second Class,600.558,3.0,0.3,-8.5794
US-2014-134614,2014,9,20,Philip Fox,Consumer,United States,Central,Furniture,Tables,Bevis 44 x 96 Conference Tables,Standard Class,617.7,6.0,0.5,-407.682
US-2017-107272,2017,11,5,Troy Staebel,Consumer,United States,West,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",Standard Class,2.388,2.0,0.7,-1.8308
US-2017-107272,2017,11,5,Troy Staebel,Consumer,United States,West,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",Standard Class,243.992,7.0,0.2,30.499
US-2016-125969,2016,11,6,Lindsay Shagiari,Home Office,United States,West,Furniture,Chairs,"Global Task Chair, Black",Second Class,81.424,2.0,0.2,-9.1602
US-2016-125969,2016,11,6,Lindsay Shagiari,Home Office,United States,West,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Second Class,238.56,3.0,0.0,26.2416
US-2017-164147,2017,2,2,Dorothy Wardle,Corporate,United States,East,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,First Class,59.97,5.0,0.4,-11.994
US-2017-164147,2017,2,2,Dorothy Wardle,Corporate,United States,East,Office Supplies,Paper,Xerox 1916,First Class,78.304,2.0,0.2,29.364
US-2017-164147,2017,2,2,Dorothy Wardle,Corporate,United States,East,Office Supplies,Fasteners,Staples,First Class,21.456,9.0,0.2,6.9732
CA-2016-145583,2016,10,13,Lena Creighton,Consumer,United States,West,Office Supplies,Paper,Xerox 195,Standard Class,20.04,3.0,0.0,9.6192
CA-2016-145583,2016,10,13,Lena Creighton,Consumer,United States,West,Office Supplies,Paper,Xerox 1880,Standard Class,35.44,1.0,0.0,16.6568
CA-2016-145583,2016,10,13,Lena Creighton,Consumer,United States,West,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",Standard Class,11.52,4.0,0.0,3.456
CA-2016-145583,2016,10,13,Lena Creighton,Consumer,United States,West,Office Supplies,Fasteners,Ideal Clamps,Standard Class,4.02,2.0,0.0,1.9698
CA-2016-145583,2016,10,13,Lena Creighton,Consumer,United States,West,Office Supplies,Binders,GBC Wire Binding Strips,Standard Class,76.176,3.0,0.2,26.6616
CA-2016-145583,2016,10,13,Lena Creighton,Consumer,United States,West,Office Supplies,Supplies,Fiskars Softgrip Scissors,Standard Class,65.88,6.0,0.0,18.4464
CA-2016-145583,2016,10,13,Lena Creighton,Consumer,United States,West,Furniture,Furnishings,Longer-Life Soft White Bulbs,Standard Class,43.12,14.0,0.0,20.6976
CA-2016-110366,2016,9,5,Jonathan Doherty,Corporate,United States,East,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Second Class,82.8,2.0,0.2,10.35
CA-2017-106180,2017,9,18,Sally Hughsby,Corporate,United States,West,Office Supplies,Art,Newell 343,Standard Class,8.82,3.0,0.0,2.3814
CA-2017-106180,2017,9,18,Sally Hughsby,Corporate,United States,West,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,Standard Class,10.86,3.0,0.0,5.1042
CA-2017-106180,2017,9,18,Sally Hughsby,Corporate,United States,West,Office Supplies,Paper,Xerox 1911,Standard Class,143.7,3.0,0.0,68.976
CA-2017-155376,2017,12,22,Sandra Glassco,Consumer,United States,Central,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Standard Class,839.43,3.0,0.0,218.2518
CA-2015-110744,2015,9,7,Helen Andreada,Consumer,United States,West,Office Supplies,Storage,Safco Industrial Wire Shelving,Standard Class,671.93,7.0,0.0,20.1579
CA-2014-110072,2014,10,22,Maureen Gastineau,Home Office,United States,East,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",Standard Class,93.888,4.0,0.2,12.9096
CA-2016-114489,2016,12,5,Justin Ellison,Corporate,United States,Central,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,Standard Class,384.45,11.0,0.0,103.8015
CA-2016-114489,2016,12,5,Justin Ellison,Corporate,United States,Central,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,Standard Class,149.97,3.0,0.0,5.9988
CA-2016-114489,2016,12,5,Justin Ellison,Corporate,United States,Central,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Standard Class,1951.84,8.0,0.0,585.552
CA-2016-114489,2016,12,5,Justin Ellison,Corporate,United States,Central,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,Standard Class,171.55,5.0,0.0,80.6285
CA-2016-158834,2016,3,13,Tamara Willingham,Home Office,United States,West,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,First Class,157.92,5.0,0.2,17.766
CA-2016-158834,2016,3,13,Tamara Willingham,Home Office,United States,West,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,First Class,203.184,2.0,0.2,15.2388
